6000,500,1250,1214,1428,3651
6001,501,1249,1215,1381,276764
6002,502,1248,1216,1479,460583
6003,503,1247,1217,1304,144069
6004,504,1246,1218,1557,865361
6005,505,1245,1219,1304,910758
6006,506,1244,1220,1236,254582
6007,507,1243,1221,1781,871208
6008,508,1242,1222,1827,571472
6009,509,1241,1223,1108,28295
6010,510,1240,1224,1426,170733
6011,511,1239,1225,1629,427839
6012,512,1238,1226,1122,553870
6013,513,1237,1227,1419,54395
6014,514,1236,1228,1486,228973
6015,515,1235,1229,1083,417220
6016,516,1234,1230,1483,604581
6017,517,1233,1231,1205,22186
6018,518,1232,1232,1242,702576
6019,519,1231,1233,1592,232260
6020,520,1230,1234,1434,42789
6021,521,1229,1235,1330,95888
6022,522,1228,1236,1643,299021
6023,523,1227,1237,1748,151316
6024,524,1226,1238,1841,280453
6025,525,1225,1239,1547,149184
6026,526,1224,1240,1295,486777
6027,527,1223,1241,1127,584126
6028,528,1222,1242,1596,516414
6029,529,1221,1243,1676,58386
6030,530,1220,1244,1058,388375
6031,531,1219,1245,1684,448544
6032,532,1218,1246,1040,905326
6033,533,1217,1247,1654,74446
6034,534,1216,1248,1863,967952
6035,535,1215,1249,1554,304977
6036,536,1214,1250,1021,614263
6037,537,1213,1001,1387,949680
6038,538,1212,1002,1815,565309
6039,539,1211,1003,1650,440828
6040,540,1210,1004,1066,504477
6041,541,1209,1005,1018,189003
6042,542,1208,1006,1003,109941
6043,543,1207,1007,1795,136378
6044,544,1206,1008,1115,608569
6045,545,1205,1009,1710,295496
6046,546,1204,1010,1929,654993
6047,547,1203,1011,1134,587169
6048,548,1202,1012,1497,559966
6049,549,1201,1013,1266,971184
6050,550,1200,1014,1085,191504
6051,551,1199,1015,1614,555935
6052,552,1198,1016,1412,309004
6053,553,1197,1017,1135,601425
6054,554,1196,1018,1596,367994
6055,555,1195,1019,1666,610981
6056,556,1194,1020,1459,468313
6057,557,1193,1021,1364,699596
6058,558,1192,1022,1146,971806
6059,559,1191,1023,1063,144441
6060,560,1190,1024,1407,378768
6061,561,1189,1025,1902,864410
6062,562,1188,1026,1660,979360
6063,563,1187,1027,1245,260887
6064,564,1186,1028,1036,853673
6065,565,1185,1029,1221,487125
6066,566,1184,1030,1717,555574
6067,567,1183,1031,1779,203270
6068,568,1182,1032,1963,759065
6069,569,1181,1033,1423,752898
6070,570,1180,1034,1196,760072
6071,571,1179,1035,1768,713524
6072,572,1178,1036,1944,409087
6073,573,1177,1037,1613,624870
6074,574,1176,1038,1558,887886
6075,575,1175,1039,1750,741674
6076,576,1174,1040,1632,271314
6077,577,1173,1041,1222,514781
6078,578,1172,1042,1838,950875
6079,579,1171,1043,1394,372535
6080,580,1170,1044,1385,308188
6081,581,1169,1045,1060,581840
6082,582,1168,1046,1539,60788
6083,583,1167,1047,1791,961801
6084,584,1166,1048,1509,729421
6085,585,1165,1049,1475,993383
6086,586,1164,1050,1716,965754
6087,587,1163,1051,1087,684497
6088,588,1162,1052,1475,345126
6089,589,1161,1053,1997,602963
6090,590,1160,1054,1958,356758
6091,591,1159,1055,1626,388806
6092,592,1158,1056,1533,497494
6093,593,1157,1057,1431,30908
6094,594,1156,1058,1059,588643
6095,595,1155,1059,1372,731026
6096,596,1154,1060,1585,563330
6097,597,1153,1061,1395,167811
6098,598,1152,1062,1732,197925
6099,599,1151,1063,1286,7089
6100,600,1150,1064,1710,802258
6101,601,1149,1065,1151,100112
6102,602,1148,1066,1641,578739
6103,603,1147,1067,1172,59146
6104,604,1146,1068,1343,473146
6105,605,1145,1069,1899,396453
6106,606,1144,1070,1253,118908
6107,607,1143,1071,1436,492700
6108,608,1142,1072,1137,177030
6109,609,1141,1073,1988,398819
6110,610,1140,1074,1739,56415
6111,611,1139,1075,1305,236653
6112,612,1138,1076,1027,268654
6113,613,1137,1077,1242,642132
6114,614,1136,1078,1352,886783
6115,615,1135,1079,1236,989195
6116,616,1134,1080,1305,747129
6117,617,1133,1081,1890,855762
6118,618,1132,1082,1049,364553
6119,619,1131,1083,1417,548438
6120,620,1130,1084,1160,426924
6121,621,1129,1085,1676,310387
6122,622,1128,1086,1830,693233
6123,623,1127,1087,1204,230338
6124,624,1126,1088,1284,178654
6125,625,1125,1089,1661,815956
6126,626,1124,1090,1872,703938
6127,627,1123,1091,1317,704887
6128,628,1122,1092,1781,490076
6129,629,1121,1093,1242,702110
6130,630,1120,1094,1292,517803
6131,631,1119,1095,1246,405757
6132,632,1118,1096,1837,784552
6133,633,1117,1097,1538,660798
6134,634,1116,1098,1933,437830
6135,635,1115,1099,1786,707254
6136,636,1114,1100,1626,147669
6137,637,1113,1101,1097,19904
6138,638,1112,1102,1405,283919
6139,639,1111,1103,1244,10254
6140,640,1110,1104,1089,389184
6141,641,1109,1105,1533,461492
6142,642,1108,1106,1883,926535
6143,643,1107,1107,1644,514615
6144,644,1106,1108,1132,411446
6145,645,1105,1109,1901,889578
6146,646,1104,1110,1777,16144
6147,647,1103,1111,1371,790733
6148,648,1102,1112,1763,326002
6149,649,1101,1113,1120,910817
6150,650,1100,1114,1339,45137
6151,651,1099,1115,1836,16878
6152,652,1098,1116,1734,547966
6153,653,1097,1117,1124,952344
6154,654,1096,1118,1359,232147
6155,655,1095,1119,1846,436947
6156,656,1094,1120,1863,293801
6157,657,1093,1121,1378,943532
6158,658,1092,1122,1114,229460
6159,659,1091,1123,1986,371028
6160,660,1090,1124,1033,447067
6161,661,1089,1125,1571,381942
6162,662,1088,1126,1891,448203
6163,663,1087,1127,1819,371180
6164,664,1086,1128,1684,493496
6165,665,1085,1129,1323,367045
6166,666,1084,1130,1049,221948
6167,667,1083,1131,1329,984920
6168,668,1082,1132,1924,956264
6169,669,1081,1133,1737,255830
6170,670,1080,1134,1441,47848
6171,671,1079,1135,1574,3372
6172,672,1078,1136,1069,3946
6173,673,1077,1137,1028,96259
6174,674,1076,1138,1469,96843
6175,675,1075,1139,1692,22290
6176,676,1074,1140,1723,47882
6177,677,1073,1141,1575,40146
6178,678,1072,1142,1155,63369
6179,679,1071,1143,1970,66203
6180,680,1070,1144,1690,72769
6181,681,1069,1145,1103,63078
6182,682,1068,1146,1053,4574
6183,683,1067,1147,1712,26214
6184,684,1066,1148,1049,31061
6185,685,1065,1149,1075,1262
6186,686,1064,1150,1247,40100
6187,687,1063,1151,1761,74015
6188,688,1062,1152,1407,75971
6189,689,1061,1153,1908,92314
6190,690,1060,1154,1264,36617
6191,691,1059,1155,1019,2424
6192,692,1058,1156,1010,38377
6193,693,1057,1157,1553,63349
6194,694,1056,1158,1186,50372
6195,695,1055,1159,1304,89889
6196,696,1054,1160,1339,46833
6197,697,1053,1161,1752,42615
6198,698,1052,1162,1707,90814
6199,699,1051,1163,1816,20905
6200,700,1050,1164,1984,72687
6201,701,1049,1165,1720,81538
6202,702,1048,1166,1664,99160
6203,703,1047,1167,1402,82802
6204,704,1046,1168,1232,7633
6205,705,1045,1169,1791,72581
